cgmDatenum_ 1,cgmDatenum_ 2,cgmDatenum_ 3,cgmDatenum_ 4,cgmDatenum_ 5,cgmDatenum_ 6,cgmDatenum_ 7,cgmDatenum_ 8,cgmDatenum_ 9,cgmDatenum_10,cgmDatenum_11,cgmDatenum_12,cgmDatenum_13,cgmDatenum_14,cgmDatenum_15,cgmDatenum_16,cgmDatenum_17,cgmDatenum_18,cgmDatenum_19,cgmDatenum_20,cgmDatenum_21,cgmDatenum_22,cgmDatenum_23,cgmDatenum_24,cgmDatenum_25,cgmDatenum_26,cgmDatenum_27,cgmDatenum_28,cgmDatenum_29,cgmDatenum_30,cgmDatenum_31
737027.621574074,737027.618101852,737027.61462963,737027.611157407,737027.607685185,737027.604212963,737027.600740741,737027.597268519,737027.593796296,737027.590324074,737027.586851852,737027.58337963,737027.579907407,737027.576435185,737027.572962963,737027.569490741,737027.56599537,737027.562523148,737027.559050926,737027.555578704,737027.552106482,737027.548634259,737027.545162037,737027.541689815,737027.538217593,737027.53474537,737027.531273148,737027.527800926,737027.524328704,737027.520856482,737027.517384259
737026.627199074,737026.623726852,737026.62025463,737026.616782407,737026.613310185,737026.609837963,737026.606365741,737026.602893519,737026.599421296,737026.595949074,737026.592476852,737026.58900463,737026.585532407,737026.582060185,737026.578587963,737026.575115741,737026.571643519,737026.568171296,737026.564699074,737026.561226852,737026.55775463,737026.554282407,737026.550810185,737026.547337963,737026.543865741,737026.540393519,737026.536921296,737026.533449074,737026.529976852,737026.52650463,
737025.62712963,737025.623657407,737025.620185185,737025.616712963,737025.613240741,737025.609768518,737025.606296296,737025.602824074,737025.599351852,737025.59587963,737025.592407407,737025.588935185,737025.585462963,737025.581990741,737025.578518518,737025.575046296,737025.571574074,737025.568101852,737025.56462963,737025.561157407,737025.557685185,737025.554212963,737025.550740741,737025.547268518,737025.543796296,737025.540324074,737025.536851852,737025.53337963,737025.529907407,737025.526435185,
737024.616631944,737024.613159722,737024.6096875,737024.606215278,737024.602743056,737024.599270833,737024.595798611,737024.592326389,737024.588854167,737024.585381944,737024.581909722,737024.5784375,737024.574965278,737024.571493056,737024.568020833,737024.564548611,737024.561076389,737024.557604167,737024.554131944,737024.550659722,737024.5471875,737024.543715278,737024.540243056,737024.536770833,737024.533298611,737024.529826389,737024.526354167,737024.522881944,737024.519409722,737024.5159375,
737023.606157407,737023.602685185,737023.599212963,737023.595740741,737023.592268519,737023.588796296,737023.585324074,737023.581851852,737023.57837963,737023.574907407,737023.571435185,737023.567962963,737023.564490741,737023.561018519,737023.557546296,737023.554074074,737023.550601852,737023.54712963,737023.543657407,737023.540185185,737023.536712963,737023.533240741,737023.529768519,737023.526296296,737023.522824074,737023.519351852,737023.51587963,737023.512407407,737023.508935185,737023.505462963,
737022.626921296,737022.623449074,737022.619976852,737022.61650463,737022.613032407,737022.609560185,737022.606087963,737022.602615741,737022.599143518,737022.595671296,737022.592199074,737022.588726852,737022.58525463,737022.581782407,737022.578310185,737022.574837963,737022.571365741,737022.567893518,737022.564421296,737022.560949074,737022.557476852,737022.55400463,737022.550532407,737022.547060185,737022.543587963,737022.540115741,737022.536643518,737022.533171296,737022.529699074,737022.526226852,
737021.599293981,737021.595821759,737021.592349537,737021.588877315,737021.585405093,737021.58193287,737021.5784375,737021.574965278,737021.571493056,737021.568020833,737021.564548611,737021.561076389,737021.557604167,737021.554131944,737021.550659722,737021.5471875,737021.543715278,737021.540243056,737021.536770833,737021.533298611,737021.529826389,737021.526354167,737021.522881944,737021.519409722,737021.5159375,737021.512465278,737021.508993056,737021.505520833,737021.502048611,737021.498576389,737021.495104167
737020.623530093,737020.62005787,737020.616585648,737020.613113426,737020.609641204,737020.606168982,737020.602696759,737020.599224537,737020.595752315,737020.592280093,737020.58880787,737020.585335648,737020.581863426,737020.578391204,737020.574918982,737020.571446759,737020.567962963,737020.564490741,737020.561018519,737020.557546296,737020.554074074,737020.550601852,737020.54712963,737020.543657407,737020.540185185,737020.536712963,737020.533240741,737020.529768519,737020.526296296,737020.522824074,
737019.62693287,737019.623460648,737019.619988426,737019.616516204,737019.613043981,737019.609571759,737019.606099537,737019.602627315,737019.599155093,737019.59568287,737019.592210648,737019.588738426,737019.585266204,737019.581793981,737019.578321759,737019.574849537,737019.571377315,737019.567905093,737019.56443287,737019.560960648,737019.557488426,737019.55400463,737019.550532407,737019.547060185,737019.543587963,737019.540115741,737019.536643518,737019.533171296,737019.529699074,737019.526226852,737019.52275463
737016.633784722,737016.6303125,737016.626840278,737016.623368056,737016.619895833,737016.616423611,737016.612951389,737016.609479167,737016.606006944,737016.602534722,737016.5990625,737016.595590278,737016.592118056,737016.588645833,737016.585173611,737016.581701389,737016.578229167,737016.574756944,737016.571284722,737016.5678125,737016.564340278,737016.560868056,737016.557395833,737016.553923611,737016.550451389,737016.546979167,737016.543506944,737016.540034722,737016.5365625,737016.533090278,
737015.668460648,737015.664988426,737015.661516204,737015.658043982,737015.654571759,737015.651099537,737015.647627315,737015.644155093,737015.64068287,737015.637210648,737015.633738426,737015.630266204,737015.626793982,737015.623321759,737015.619849537,737015.616377315,737015.612905093,737015.60943287,737015.605960648,737015.602488426,737015.599016204,737015.595543982,737015.592071759,737015.588599537,737015.585127315,737015.581655093,737015.57818287,737015.574710648,737015.571238426,737015.567766204,
737014.644085648,737014.640613426,737014.637141204,737014.633668981,737014.630196759,737014.626724537,737014.623252315,737014.619780093,737014.61630787,737014.612835648,737014.609363426,737014.605891204,737014.602418981,737014.598946759,737014.595474537,737014.592002315,737014.588530093,737014.58505787,737014.581585648,737014.578113426,737014.574641204,737014.571168981,737014.567696759,737014.564224537,737014.560752315,737014.557280093,737014.55380787,737014.550335648,737014.546863426,737014.543391204,737014.539918981
737013.637071759,737013.633599537,737013.630127315,737013.626655093,737013.62318287,737013.619710648,737013.616238426,737013.612766204,737013.609293981,737013.605821759,737013.602349537,737013.598877315,737013.595405093,737013.59193287,737013.588460648,737013.584988426,737013.581516204,737013.578043981,737013.574571759,737013.571099537,737013.567627315,737013.564155093,737013.56068287,737013.557210648,737013.553738426,737013.550266204,737013.546793981,737013.543321759,737013.539849537,737013.536377315,
737012.671712963,737012.668240741,737012.664768519,737012.661296296,737012.657824074,737012.654351852,737012.65087963,737012.647407407,737012.643935185,737012.640462963,737012.636990741,737012.633518519,737012.630046296,737012.626574074,737012.623101852,737012.61962963,737012.616157407,737012.612685185,737012.609212963,737012.605740741,737012.602268519,737012.598796296,737012.595324074,737012.591851852,737012.58837963,737012.584907407,737012.581435185,737012.577962963,737012.574490741,737012.571018519,
737005.738668981,737005.735196759,737005.731724537,737005.728252315,737005.724780093,737005.72130787,737005.717835648,737005.714363426,737005.710891204,737005.707418981,737005.703946759,737005.700474537,737005.697002315,737005.693530093,737005.69005787,737005.686585648,737005.683113426,737005.679641204,737005.676168981,737005.672696759,737005.669224537,737005.665752315,737005.662280093,737005.65880787,737005.655335648,737005.651863426,737005.648391204,737005.644918981,737005.641446759,737005.637974537,
737003.66568287,737003.662210648,737003.658738426,737003.655266204,737003.651793981,737003.648321759,737003.644849537,737003.641377315,737003.637905093,737003.63443287,737003.630960648,737003.627488426,737003.623993056,737003.620520833,737003.617048611,737003.613576389,737003.610104167,737003.606631944,737003.603159722,737003.5996875,737003.596215278,737003.592743056,737003.589270833,737003.585798611,737003.582326389,737003.578854167,737003.575381944,737003.571909722,737003.5684375,737003.564965278,737003.561493056
737002.634363426,737002.630891204,737002.627418982,737002.623946759,737002.620474537,737002.616990741,737002.613518519,737002.610046296,737002.606574074,737002.603101852,737002.59962963,737002.596157407,737002.592685185,737002.589212963,737002.585740741,737002.582268519,737002.578796296,737002.575324074,737002.571851852,737002.56837963,737002.564907407,737002.561435185,737002.557962963,737002.554490741,737002.551018519,737002.547546296,737002.544074074,737002.540601852,737002.53712963,737002.533657407,
737001.693333333,737001.689861111,737001.686388889,737001.682916667,737001.679444444,737001.675972222,737001.6725,737001.669027778,737001.665555556,737001.662083333,737001.658611111,737001.655138889,737001.651666667,737001.648194444,737001.644722222,737001.64125,737001.637777778,737001.634305556,737001.630833333,737001.627361111,737001.623888889,737001.620416667,737001.616944444,737001.613472222,737001.61,737001.606527778,737001.603020833,737001.599548611,737001.596076389,737001.592604167,
737000.689780093,737000.68630787,737000.682835648,737000.679363426,737000.675891204,737000.672418981,737000.668946759,737000.665474537,737000.662002315,737000.658530093,737000.65505787,737000.651585648,737000.648113426,737000.644641204,737000.641168981,737000.637696759,737000.634224537,737000.630752315,737000.627280093,737000.62380787,737000.620335648,737000.616863426,737000.613391204,737000.609918981,737000.606446759,737000.602974537,737000.599502315,737000.596018519,737000.592546296,737000.589074074,
736999.658460648,736999.654988426,736999.651516204,736999.648043982,736999.644571759,736999.641099537,736999.637627315,736999.634155093,736999.63068287,736999.627210648,736999.623738426,736999.620266204,736999.616793982,736999.613321759,736999.609849537,736999.606377315,736999.602905093,736999.59943287,736999.595960648,736999.592488426,736999.58900463,736999.585532407,736999.582060185,736999.578587963,736999.575115741,736999.571643519,736999.568171296,736999.564699074,736999.561226852,736999.55775463,
736998.627152778,736998.623680556,736998.620208333,736998.616736111,736998.613263889,736998.609791667,736998.606319444,736998.602847222,736998.599375,736998.595902778,736998.592430556,736998.588958333,736998.585486111,736998.582013889,736998.578506944,736998.575034722,736998.5715625,736998.568090278,736998.564618056,736998.561145833,736998.557673611,736998.554201389,736998.550729167,736998.547256944,736998.543784722,736998.5403125,736998.536840278,736998.533368056,736998.529895833,736998.526423611,
736995.733530093,736995.73005787,736995.726585648,736995.723113426,736995.719641204,736995.716168982,736995.712696759,736995.709224537,736995.705752315,736995.702280093,736995.69880787,736995.695335648,736995.691863426,736995.688391204,736995.684918982,736995.681446759,736995.677974537,736995.674502315,736995.671030093,736995.66755787,736995.664085648,736995.660613426,736995.657141204,736995.653668982,736995.650196759,736995.646724537,736995.643252315,736995.639780093,736995.63630787,736995.632835648,
736994.622349537,736994.618877315,736994.615405093,736994.61193287,736994.608460648,736994.604988426,736994.601516204,736994.598043981,736994.594571759,736994.591099537,736994.587627315,736994.584155093,736994.58068287,736994.577210648,736994.573738426,736994.570266204,736994.566793981,736994.563321759,736994.559849537,736994.556377315,736994.552905093,736994.54943287,736994.545960648,736994.542488426,736994.539016204,736994.535532407,736994.532060185,736994.528587963,736994.525115741,736994.521643518,
736993.601458333,736993.597986111,736993.594513889,736993.591041667,736993.587569444,736993.584097222,736993.580625,736993.577152778,736993.573680556,736993.570208333,736993.566736111,736993.563263889,736993.559791667,736993.556319444,736993.552847222,736993.549375,736993.545902778,736993.542430556,736993.538958333,736993.535486111,736993.532013889,736993.528530093,736993.52505787,736993.521585648,736993.518113426,736993.514641204,736993.511168981,736993.507696759,736993.504224537,736993.500752315,
736992.570138889,736992.566666667,736992.563194444,736992.559722222,736992.55625,736992.552777778,736992.549305556,736992.545833333,736992.542361111,736992.538888889,736992.535416667,736992.531944444,736992.528472222,736992.525,736992.521516204,736992.518043982,736992.514571759,736992.511099537,736992.507627315,736992.504155093,736992.50068287,736992.497210648,736992.493738426,736992.490266204,736992.486793982,736992.483321759,736992.479849537,736992.476377315,736992.472905093,736992.46943287,
736988.672164352,736988.66869213,736988.665219907,736988.661747685,736988.658275463,736988.654803241,736988.651331019,736988.647858796,736988.644386574,736988.640914352,736988.63744213,736988.633969907,736988.630497685,736988.627025463,736988.623553241,736988.620081019,736988.616608796,736988.613136574,736988.609664352,736988.60619213,736988.602719907,736988.599236111,736988.595763889,736988.592291667,736988.588819444,736988.585347222,736988.581875,736988.578402778,736988.574930556,736988.571458333,
736987.65474537,736987.651273148,736987.647800926,736987.644328704,736987.640856482,736987.637384259,736987.633912037,736987.630439815,736987.626967593,736987.62349537,736987.620023148,736987.616550926,736987.613078704,736987.609606482,736987.606134259,736987.602662037,736987.599189815,736987.595694444,736987.592222222,736987.58875,736987.585277778,736987.581805556,736987.578333333,736987.574861111,736987.571388889,736987.567916667,736987.564444444,736987.560972222,736987.5575,736987.554027778,
736986.69287037,736986.689398148,736986.685925926,736986.682453704,736986.678981481,736986.675509259,736986.672037037,736986.668564815,736986.665092593,736986.66162037,736986.658148148,736986.654675926,736986.651203704,736986.647731481,736986.644259259,736986.640787037,736986.637314815,736986.633842593,736986.63037037,736986.626898148,736986.623425926,736986.619953704,736986.616481481,736986.613009259,736986.609537037,736986.606064815,736986.602592593,736986.59912037,736986.595648148,736986.592175926,736986.588703704
736985.633784722,736985.6303125,736985.626840278,736985.623368056,736985.619895833,736985.616423611,736985.612951389,736985.609479167,736985.606006944,736985.602534722,736985.5990625,736985.595590278,736985.592118056,736985.588645833,736985.585173611,736985.581701389,736985.578194444,736985.574722222,736985.57125,736985.567777778,736985.564305556,736985.560833333,736985.557361111,736985.553888889,736985.550416667,736985.546944444,736985.543472222,736985.54,736985.536527778,736985.533055556,
736984.637175926,736984.633703704,736984.630231482,736984.626759259,736984.623287037,736984.619814815,736984.616342593,736984.61287037,736984.609398148,736984.605925926,736984.602453704,736984.598981482,736984.595509259,736984.592037037,736984.588564815,736984.585092593,736984.58162037,736984.578148148,736984.574675926,736984.571180556,736984.567708333,736984.564236111,736984.560763889,736984.557291667,736984.553819445,736984.550347222,736984.546875,736984.543402778,736984.539930556,736984.536458333,736984.532986111
736982.622013889,736982.618541667,736982.615069444,736982.611597222,736982.608125,736982.604652778,736982.601180556,736982.597708333,736982.594236111,736982.590763889,736982.587291667,736982.583819444,736982.580347222,736982.576875,736982.573402778,736982.569930556,736982.566458333,736982.562986111,736982.559513889,736982.556041667,736982.552569444,736982.549097222,736982.545625,736982.542152778,736982.538680556,736982.535208333,736982.531736111,736982.528263889,736982.524791667,736982.521319444,
736981.653206019,736981.649733796,736981.646261574,736981.642789352,736981.63931713,736981.635844907,736981.632372685,736981.628900463,736981.625416667,736981.621944444,736981.618472222,736981.615,736981.611527778,736981.608055556,736981.604583333,736981.601111111,736981.597638889,736981.594166667,736981.590694444,736981.587222222,736981.58375,736981.580277778,736981.576805556,736981.573333333,736981.569861111,736981.566388889,736981.562916667,736981.559444444,736981.555972222,736981.5525,
736979.594039352,736979.59056713,736979.587094907,736979.583622685,736979.580150463,736979.576678241,736979.573206019,736979.569733796,736979.566261574,736979.562789352,736979.55931713,736979.555844907,736979.552372685,736979.548900463,736979.545428241,736979.541956019,736979.538483796,736979.535011574,736979.531539352,736979.52806713,736979.524594907,736979.521122685,736979.517650463,736979.514178241,736979.510706019,736979.507233796,736979.503761574,736979.500289352,736979.49681713,736979.493344907,736979.489872685
736978.59744213,736978.593969907,736978.590497685,736978.587025463,736978.583553241,736978.580081019,736978.576608796,736978.573136574,736978.569664352,736978.56619213,736978.562719907,736978.559247685,736978.555775463,736978.552303241,736978.548831019,736978.545358796,736978.541886574,736978.538414352,736978.53494213,736978.531469907,736978.527997685,736978.524525463,736978.521053241,736978.517581019,736978.514108796,736978.510636574,736978.507164352,736978.50369213,736978.500219907,736978.496747685,
736977.572418981,736977.568946759,736977.565474537,736977.562002315,736977.558530093,736977.55505787,736977.551585648,736977.548113426,736977.544641204,736977.541168981,736977.537696759,736977.534224537,736977.530752315,736977.527280093,736977.52380787,736977.520335648,736977.516863426,736977.513391204,736977.509918981,736977.506446759,736977.502974537,736977.499502315,736977.496030093,736977.49255787,736977.489085648,736977.485613426,736977.482141204,736977.478668981,736977.475196759,736977.471724537,
